MA08PS;1952.0
SE90MY;2728.0
ZF71JJ;1104.0
AF32EP;1650.0
FU24LZ;3552.0
WT74XE;2464.0
NG80YY;2484.0
MZ32BN;3720.0
FR72PQ;2978.0
ZU95JK;4802.0
QB55EL;4080.0
PI44AZ;3294.0
ZT65ZR;2982.0
AR18MG;4114.0
UD27WE;778.0
ZY12ZO;3908.0
BE04CP;3136.0
UD02GM;3618.0
KK46QR;1640.0
UX12WO;2860.0
JM23ED;3312
AM98MU;1080
OE80KX;2986
ZL16PT;5176
SW70MI;4364
XD60HE;2154
OI35TB;4020
OF14WB;3166
DV11WB;1818
GB68HM;2022
SC74DH;1698
ER36CS;4326
JU47WY;3342
OA17NB;3382
VS07EV;1388
UO32TC;4524
YS34QD;3016
WG50JZ;3506
KV45NJ;2614
XI40KV;2552
WZ72PY;268
BH80DX;2856
BE34RV;106
KA71RC;2886
JK00CF;3776
JW70KH;1918
GT47JB;1864
BJ50RN;1282
ZG75IJ;3370
SQ42RH;4148
YQ70ZU;3012
QA53BR;3420
DW37VG;2326
LH65BH;2278
SC30PX;2858
TM33FR;3082
QI97LC;2988
FF18HS;2482
EE04EE;3486
WE08AV;5152
WM80KN;2826
FH53XT;1324
BZ70ZT;2220
SF20QZ;1912
DL33OH;2248
ZF04EX;392
UB40NN;2392
VW08GN;3346
KB50GR;3980
XM38FP;5430
RD43NM;2836
SB31UB;4220
SS55UA;1304
UO48QX;1806
UK98FZ;2430
TG06KZ;3820
VM00IH;1758
LV36VD;3636
GA03NT;3076
OF91XT;2798
