MA08PS;4566.0
SE90MY;5256.0
ZF71JJ;2884.0
AF32EP;4654.0
FU24LZ;4312.0
WT74XE;6284.0
NG80YY;5172.0
MZ32BN;3930.0
FR72PQ;5238.0
ZU95JK;6776.0
QB55EL;6098.0
PI44AZ;6814.0
ZT65ZR;3480.0
AR18MG;5160.0
UD27WE;2494.0
ZY12ZO;7290.0
BE04CP;5422.0
UD02GM;7040.0
KK46QR;3586.0
UX12WO;3884.0
JM23ED;6060
AM98MU;1474
OE80KX;5580
ZL16PT;8336
SW70MI;4778
XD60HE;4112
OI35TB;6030
OF14WB;5164
DV11WB;2178
GB68HM;2748
SC74DH;3182
ER36CS;5574
JU47WY;5614
OA17NB;6406
VS07EV;2190
UO32TC;6452
YS34QD;4088
WG50JZ;7196
KV45NJ;4206
XI40KV;2928
WZ72PY;1124
BH80DX;4810
BE34RV;2378
KA71RC;4650
JK00CF;4778
JW70KH;4106
GT47JB;4400
BJ50RN;2708
ZG75IJ;5136
SQ42RH;6884
YQ70ZU;5022
QA53BR;5098
DW37VG;4344
LH65BH;2990
SC30PX;3314
TM33FR;4664
QI97LC;4712
FF18HS;4068
EE04EE;7268
WE08AV;8510
WM80KN;5666
FH53XT;1870
BZ70ZT;3778
SF20QZ;3214
DL33OH;7370
ZF04EX;3128
UB40NN;5560
VW08GN;4936
KB50GR;6042
XM38FP;8698
RD43NM;6412
SB31UB;7614
SS55UA;1558
UO48QX;1476
UK98FZ;3330
TG06KZ;5332
VM00IH;3338
LV36VD;6546
GA03NT;6096
OF91XT;3614
KB07ET;4130
WQ90PP;3912
SR14SA;7034
NT64LA;4370
RS51CO;5608
TI04NN;4228
JB76VM;3842
PG22MN;2828
CM55NQ;3022
NX75KS;5178
QJ16CA;5860
NE08FF;3172
TL67YP;2204
WN40PZ;8398
QV06DQ;4086
HW15UT;2776
EU32WX;2662
FD21LC;3748
HT78WI;6060
TJ62PR;7592
