MA08PS;9194.0
SE90MY;8314.0
ZF71JJ;4434.0
AF32EP;8930.0
FU24LZ;10190.0
WT74XE;10452.0
NG80YY;8932.0
MZ32BN;8994.0
FR72PQ;6840.0
ZU95JK;8698.0
QB55EL;10760.0
PI44AZ;9578.0
ZT65ZR;8290.0
AR18MG;9294.0
UD27WE;5414.0
ZY12ZO;8820.0
BE04CP;10468.0
UD02GM;10756.0
KK46QR;6848.0
UX12WO;6520.0
JM23ED;10314
AM98MU;3278
OE80KX;9096
ZL16PT;12952
SW70MI;9512
XD60HE;7912
OI35TB;9282
OF14WB;8738
DV11WB;5772
GB68HM;6852
SC74DH;7632
ER36CS;8258
JU47WY;10588
OA17NB;10298
VS07EV;7488
UO32TC;8772
YS34QD;12848
WG50JZ;11606
KV45NJ;7872
XI40KV;6128
WZ72PY;7460
BH80DX;8272
BE34RV;5158
KA71RC;6022
JK00CF;6766
JW70KH;9560
GT47JB;9228
BJ50RN;5888
ZG75IJ;8816
SQ42RH;9410
YQ70ZU;7498
QA53BR;8212
DW37VG;7196
LH65BH;7574
SC30PX;8852
TM33FR;9066
QI97LC;10350
FF18HS;8222
EE04EE;11856
WE08AV;13926
WM80KN;9780
FH53XT;7444
BZ70ZT;8278
SF20QZ;7252
DL33OH;13508
ZF04EX;7304
UB40NN;9950
VW08GN;7794
KB50GR;9882
XM38FP;11808
RD43NM;9534
SB31UB;11234
SS55UA;5116
UO48QX;4918
UK98FZ;7022
TG06KZ;9258
VM00IH;7272
LV36VD;13768
GA03NT;9792
OF91XT;7986
