MA08PS;2332.0
SE90MY;1606.0
ZF71JJ;1174.0
AF32EP;1268.0
FU24LZ;2812.0
WT74XE;1416.0
NG80YY;1220.0
MZ32BN;2396.0
FR72PQ;1884.0
ZU95JK;2144.0
QB55EL;2312.0
PI44AZ;2902.0
ZT65ZR;1570.0
AR18MG;3166.0
UD27WE;492.0
ZY12ZO;3626.0
BE04CP;2286.0
UD02GM;2776.0
KK46QR;820.0
UX12WO;1620.0
JM23ED;1680
AM98MU;1010
OE80KX;1964
ZL16PT;2804
SW70MI;3222
XD60HE;1418
OI35TB;2248
OF14WB;1664
DV11WB;1284
GB68HM;2012
SC74DH;1336
ER36CS;2518
JU47WY;1588
OA17NB;1514
VS07EV;984
UO32TC;3280
YS34QD;1978
WG50JZ;1564
KV45NJ;2714
XI40KV;1248
WZ72PY;238
BH80DX;1282
BE34RV;206
KA71RC;1650
JK00CF;2648
JW70KH;1058
GT47JB;1694
BJ50RN;1222
ZG75IJ;2122
SQ42RH;2942
YQ70ZU;1864
QA53BR;2870
DW37VG;324
LH65BH;1182
SC30PX;2346
TM33FR;1688
QI97LC;1734
FF18HS;2322
EE04EE;2538
WE08AV;4892
WM80KN;1078
FH53XT;1110
BZ70ZT;1794
SF20QZ;926
DL33OH;2308
ZF04EX;482
UB40NN;1742
VW08GN;2994
KB50GR;2874
XM38FP;2832
RD43NM;938
SB31UB;2154
SS55UA;844
UO48QX;1152
UK98FZ;1824
TG06KZ;3326
VM00IH;1278
LV36VD;1904
GA03NT;1922
OF91XT;778
KB07ET;2354
WQ90PP;1356
SR14SA;1818
NT64LA;3748
RS51CO;2214
TI04NN;1156
JB76VM;2338
PG22MN;406
CM55NQ;1960
NX75KS;2350
QJ16CA;2072
NE08FF;362
TL67YP;1214
WN40PZ;3296
QV06DQ;400
HW15UT;1374
EU32WX;1514
FD21LC;-200
HT78WI;2046
TJ62PR;2458
NI07LU;2300
