MA08PS;524.0
SE90MY;1112.0
ZF71JJ;10.0
AF32EP;188.0
FU24LZ;1196.0
WT74XE;1006.0
NG80YY;950.0
MZ32BN;1114.0
FR72PQ;854.0
ZU95JK;788.0
QB55EL;1094.0
PI44AZ;2466.0
ZT65ZR;862.0
AR18MG;1264.0
UD27WE;-100.0
ZY12ZO;2544.0
BE04CP;1020.0
UD02GM;1056.0
KK46QR;560.0
UX12WO;958.0
JM23ED;1800
AM98MU;498
OE80KX;1236
ZL16PT;934
SW70MI;1990
XD60HE;-210
OI35TB;1250
OF14WB;498
DV11WB;420
GB68HM;684
SC74DH;1396
ER36CS;1020
JU47WY;1768
OA17NB;354
VS07EV;672
UO32TC;1722
YS34QD;1306
WG50JZ;-370
KV45NJ;1272
XI40KV;1188
WZ72PY;-400
BH80DX;910
BE34RV;426
KA71RC;1800
JK00CF;1570
JW70KH;-390
GT47JB;528
BJ50RN;1722
ZG75IJ;392
SQ42RH;1778
YQ70ZU;1344
QA53BR;1068
DW37VG;-290
LH65BH;-80
SC30PX;1658
TM33FR;-130
QI97LC;550
FF18HS;536
EE04EE;1444
WE08AV;2448
WM80KN;420
FH53XT;858
BZ70ZT;874
SF20QZ;588
DL33OH;1136
ZF04EX;-170
UB40NN;510
VW08GN;1304
KB50GR;1076
XM38FP;1336
RD43NM;1088
SB31UB;1894
SS55UA;388
UO48QX;484
UK98FZ;584
TG06KZ;1616
VM00IH;440
LV36VD;966
GA03NT;1072
OF91XT;-390
KB07ET;1270
WQ90PP;1174
SR14SA;628
NT64LA;1832
RS51CO;1356
TI04NN;1066
JB76VM;1098
PG22MN;496
CM55NQ;772
NX75KS;-60
QJ16CA;1004
NE08FF;472
TL67YP;368
WN40PZ;1026
QV06DQ;-180
HW15UT;10
EU32WX;1052
FD21LC;-180
HT78WI;1464
TJ62PR;1302
NI07LU;1150
