MA08PS;7714.0
SE90MY;5948.0
ZF71JJ;3482.0
AF32EP;6428.0
FU24LZ;7538.0
WT74XE;8772.0
NG80YY;7826.0
MZ32BN;7572.0
FR72PQ;5874.0
ZU95JK;7612.0
QB55EL;7878.0
PI44AZ;8632.0
ZT65ZR;5288.0
AR18MG;7396.0
UD27WE;4792.0
ZY12ZO;8724.0
BE04CP;9610.0
UD02GM;8544.0
KK46QR;5242.0
UX12WO;4972.0
JM23ED;6604
AM98MU;2078
OE80KX;8026
ZL16PT;10182
SW70MI;7730
XD60HE;5824
OI35TB;8598
OF14WB;5716
DV11WB;5496
GB68HM;4258
SC74DH;5292
ER36CS;6218
JU47WY;6958
OA17NB;10110
VS07EV;5348
UO32TC;7676
YS34QD;8396
WG50JZ;9470
KV45NJ;6224
XI40KV;4646
WZ72PY;3954
BH80DX;5218
BE34RV;3634
KA71RC;5152
JK00CF;5572
JW70KH;6994
GT47JB;7496
BJ50RN;4648
ZG75IJ;7740
SQ42RH;8962
YQ70ZU;7060
QA53BR;6770
DW37VG;5596
LH65BH;5176
SC30PX;4630
TM33FR;6788
QI97LC;7482
FF18HS;5542
EE04EE;10308
WE08AV;10742
WM80KN;7636
FH53XT;5728
BZ70ZT;6000
SF20QZ;5106
DL33OH;10146
ZF04EX;4092
UB40NN;7116
VW08GN;7726
KB50GR;8234
XM38FP;10376
RD43NM;7770
SB31UB;8458
SS55UA;2130
UO48QX;3540
UK98FZ;5482
TG06KZ;6664
VM00IH;4952
LV36VD;10838
GA03NT;7260
OF91XT;5172
KB07ET;5496
WQ90PP;5786
SR14SA;10138
NT64LA;5408
RS51CO;8442
TI04NN;4808
JB76VM;5518
PG22MN;4462
CM55NQ;4542
NX75KS;5742
QJ16CA;7138
NE08FF;5094
TL67YP;3946
WN40PZ;11058
QV06DQ;7086
HW15UT;4526
EU32WX;4140
FD21LC;6410
HT78WI;7570
TJ62PR;10414
